step,timestamp,mode,total_waiting_time,baseline_waiting_time,total_queue,total_throughput,rl_gain
1346,1776326238.4282768,sumo,20066.0,20121.0,200.0,16.986,55.0
1347,1776326240.4499853,sumo,20266.0,20321.4,202.0,16.759,55.400000000001455
1348,1776326242.4441843,sumo,20466.0,20521.0,200.0,17.213,55.0
1349,1776326244.477094,sumo,20666.0,20721.0,200.0,16.802,55.0
1350,1776326246.47186,sumo,20866.0,20921.0,200.0,17.019,55.0
1351,1776326248.4716673,sumo,21066.0,21121.4,202.0,17.193,55.400000000001455
1352,1776326250.4826868,sumo,21266.0,21321.0,200.0,17.039,55.0
1353,1776326252.5045273,sumo,21466.0,21521.2,201.0,17.017,55.20000000000073
1354,1776326254.5344887,sumo,21666.0,21721.2,201.0,16.139,55.20000000000073
1355,1776326256.5149796,sumo,21866.0,21921.0,200.0,16.135,55.0
1356,1776326258.520631,sumo,22066.0,22121.4,202.0,16.035,55.400000000001455
1357,1776326260.534012,sumo,22266.0,22321.0,200.0,15.9,55.0
1358,1776326262.5577564,sumo,22466.0,22521.0,200.0,17.019,55.0
1359,1776326264.5408232,sumo,22666.0,22721.4,202.0,16.648,55.400000000001455
1360,1776326266.5524118,sumo,22866.0,22921.0,200.0,17.11,55.0
1361,1776326268.5582728,sumo,23066.0,23121.2,201.0,16.735,55.20000000000073
1362,1776326270.5670907,sumo,23266.0,23321.2,201.0,16.35,55.20000000000073
1363,1776326272.6002848,sumo,23466.0,23521.0,200.0,16.672,55.0
1364,1776326274.5836437,sumo,23666.0,23721.2,201.0,16.773,55.20000000000073
1365,1776326276.589108,sumo,23866.0,23921.2,201.0,16.717,55.20000000000073
1366,1776326278.6023307,sumo,24066.0,24121.0,200.0,16.635,55.0
1367,1776326280.603202,sumo,24266.0,24321.0,200.0,17.304,55.0
1368,1776326282.6122715,sumo,24466.0,24521.4,202.0,16.881,55.400000000001455
1369,1776326284.6202564,sumo,24666.0,24721.0,200.0,16.843,55.0
1370,1776326286.6339428,sumo,24866.0,24921.2,201.0,16.916,55.20000000000073
1371,1776326288.633743,sumo,25066.0,25121.2,201.0,16.665,55.20000000000073
1372,1776326290.6354473,sumo,25266.0,25321.0,200.0,16.921,55.0
1373,1776326292.6281502,sumo,25466.0,25521.4,202.0,16.313,55.400000000001455
1374,1776326294.670731,sumo,25667.0,25722.2,201.0,16.988,55.20000000000073
1375,1776326296.665789,sumo,25866.0,25921.0,200.0,16.316,55.0
1376,1776326298.6758275,sumo,26066.0,26121.2,201.0,16.493,55.20000000000073
1377,1776326300.6929069,sumo,26266.0,26321.2,201.0,16.589,55.20000000000073
1378,1776326302.704379,sumo,26466.0,26521.0,200.0,16.886,55.0
1379,1776326304.7142317,sumo,26666.0,26721.0,200.0,16.959,55.0
1380,1776326306.7195933,sumo,26866.0,26921.4,202.0,16.428,55.400000000001455
1381,1776326308.73417,sumo,27066.0,27121.0,200.0,16.373,55.0
1382,1776326310.7241945,sumo,27266.0,27321.0,200.0,16.954,55.0
1383,1776326312.7371786,sumo,27466.0,27521.4,202.0,16.795,55.400000000001455
1384,1776326314.740101,sumo,27666.0,27721.2,201.0,16.011,55.20000000000073
1385,1776326316.7516325,sumo,27866.0,27921.2,201.0,15.909,55.20000000000073
1386,1776326318.7632792,sumo,28066.0,28121.0,200.0,16.675,55.0
1387,1776326320.777194,sumo,28266.0,28321.2,201.0,16.676,55.20000000000073
1388,1776326322.7814057,sumo,28466.0,28521.2,201.0,16.649,55.20000000000073
1389,1776326324.768053,sumo,28666.0,28721.2,201.0,16.035,55.20000000000073
1390,1776326326.804527,sumo,28866.0,28921.0,200.0,17.292,55.0
1391,1776326328.7882578,sumo,29066.0,29121.0,200.0,16.656,55.0
1392,1776326330.8026588,sumo,29266.0,29321.4,202.0,17.128,55.400000000001455
1393,1776326332.8205373,sumo,29466.0,29521.0,200.0,16.751,55.0
1394,1776326334.8204825,sumo,29666.0,29721.2,201.0,16.468,55.20000000000073
1395,1776326336.8470507,sumo,29866.0,29921.2,201.0,15.929,55.20000000000073
1396,1776326338.8447828,sumo,30067.0,30122.2,201.0,16.955,55.20000000000073
1397,1776326340.837694,sumo,30266.0,30321.2,201.0,16.47,55.20000000000073
1398,1776326342.8447883,sumo,30466.0,30521.2,201.0,16.714,55.20000000000073
1399,1776326344.8936465,sumo,30667.0,30722.2,201.0,15.848,55.20000000000073
1400,1776326346.8657117,sumo,30866.0,30921.2,201.0,16.93,55.20000000000073
1401,1776326348.8667471,sumo,31066.0,31121.0,200.0,16.655,55.0
1402,1776326350.8897078,sumo,31266.0,31321.2,201.0,16.602,55.20000000000073
1403,1776326352.8912606,sumo,31466.0,31521.2,201.0,16.467,55.20000000000073
1404,1776326354.8990602,sumo,31666.0,31721.0,200.0,16.566,55.0
1405,1776326356.913751,sumo,31866.0,31921.4,202.0,16.74,55.400000000001455
1406,1776326358.915266,sumo,32066.0,32121.0,200.0,16.526,55.0
1407,1776326360.9219398,sumo,32266.0,32321.2,201.0,16.706,55.20000000000073
1408,1776326362.9270494,sumo,32466.0,32521.2,201.0,17.274,55.20000000000073
1409,1776326364.94649,sumo,32666.0,32721.0,200.0,17.149,55.0
1410,1776326366.9504542,sumo,32866.0,32921.2,201.0,16.602,55.19999999999709
1411,1776326368.954904,sumo,33066.0,33121.2,201.0,16.057,55.19999999999709
1412,1776326370.9628806,sumo,33266.0,33321.0,200.0,16.449,55.0
1413,1776326372.9769964,sumo,33466.0,33521.2,201.0,15.523,55.19999999999709
1414,1776326374.9710977,sumo,33666.0,33721.0,200.0,16.67,55.0
1415,1776326377.0232139,sumo,33866.0,33921.4,202.0,15.86,55.400000000001455
1416,1776326379.0011659,sumo,34066.0,34121.0,200.0,16.382,55.0
1417,1776326381.0067716,sumo,34266.0,34321.2,201.0,15.574,55.19999999999709
1418,1776326383.0207677,sumo,34466.0,34521.0,200.0,16.077,55.0
1419,1776326385.046593,sumo,34666.0,34721.2,201.0,16.048,55.19999999999709
1420,1776326387.0423877,sumo,34866.0,34921.2,201.0,16.206,55.19999999999709
1421,1776326389.0552745,sumo,35066.0,35121.2,201.0,15.728,55.19999999999709
1422,1776326391.0673885,sumo,35266.0,35321.0,200.0,15.893,55.0
1423,1776326393.0682478,sumo,35466.0,35521.2,201.0,15.404,55.19999999999709
1424,1776326395.0764818,sumo,35666.0,35721.0,200.0,16.735,55.0
1425,1776326397.0854576,sumo,35866.0,35921.2,201.0,16.582,55.19999999999709
1426,1776326399.067372,sumo,36066.0,36121.2,201.0,16.218,55.19999999999709
1427,1776326401.0914445,sumo,36266.0,36321.0,200.0,16.389,55.0
1428,1776326403.1124802,sumo,36466.0,36521.2,201.0,16.521,55.19999999999709
1429,1776326405.1319628,sumo,36666.0,36721.2,201.0,16.252,55.19999999999709
1430,1776326407.114232,sumo,36866.0,36921.0,200.0,16.415,55.0
1431,1776326409.1325562,sumo,37066.0,37121.2,201.0,16.22,55.19999999999709
1432,1776326411.1314707,sumo,37266.0,37321.2,201.0,16.101,55.19999999999709
1433,1776326413.1405306,sumo,37466.0,37521.0,200.0,15.393,55.0
1434,1776326415.1454623,sumo,37666.0,37721.2,201.0,16.746,55.19999999999709
1435,1776326417.1535895,sumo,37866.0,37921.2,201.0,16.251,55.19999999999709
1436,1776326419.158847,sumo,38066.0,38121.2,201.0,16.409,55.19999999999709
1437,1776326421.1649454,sumo,38266.0,38321.2,201.0,15.803,55.19999999999709
1438,1776326423.1819456,sumo,38467.0,38522.2,201.0,16.476,55.19999999999709
1439,1776326425.1892307,sumo,38666.0,38721.2,201.0,16.287,55.19999999999709
1440,1776326427.2038953,sumo,38866.0,38921.2,201.0,16.734,55.19999999999709
1441,1776326429.2164824,sumo,39066.0,39121.0,200.0,16.559,55.0
1442,1776326431.2259436,sumo,39266.0,39321.2,201.0,16.587,55.19999999999709
1443,1776326433.246261,sumo,39466.0,39521.2,201.0,17.173,55.19999999999709
1444,1776326435.2470415,sumo,39666.0,39721.0,200.0,17.022,55.0
1445,1776326437.258976,sumo,39866.0,39921.4,202.0,16.787,55.400000000001455
1446,1776326439.2536032,sumo,40066.0,40121.0,200.0,16.975,55.0
1447,1776326441.2716076,sumo,40266.0,40321.2,201.0,16.928,55.19999999999709
1448,1776326443.2752745,sumo,40466.0,40521.2,201.0,16.791,55.19999999999709
1449,1776326445.2836838,sumo,40666.0,40721.0,200.0,17.305,55.0
1450,1776326447.2909076,sumo,40866.0,40921.2,201.0,17.172,55.19999999999709
1451,1776326449.293999,sumo,41066.0,41121.2,201.0,16.46,55.19999999999709
1452,1776326451.312806,sumo,41266.0,41321.0,200.0,17.557,55.0
1453,1776326453.3209167,sumo,41466.0,41521.2,201.0,17.174,55.19999999999709
1454,1776326455.3250566,sumo,41666.0,41721.2,201.0,16.659,55.19999999999709
1455,1776326457.3208277,sumo,41866.0,41921.2,201.0,17.015,55.19999999999709
1456,1776326459.3346798,sumo,42066.0,42121.0,200.0,16.933,55.0
1457,1776326461.3415942,sumo,42266.0,42321.2,201.0,16.689,55.19999999999709
1458,1776326463.350662,sumo,42466.0,42521.0,200.0,17.248,55.0
1459,1776326465.3657098,sumo,42666.0,42721.2,201.0,16.464,55.19999999999709
1460,1776326467.3922746,sumo,42866.0,42921.2,201.0,16.992,55.19999999999709
1461,1776326469.3827462,sumo,43066.0,43121.0,200.0,16.95,55.0
1462,1776326471.3770978,sumo,43266.0,43321.2,201.0,16.866,55.19999999999709
1463,1776326473.391151,sumo,43466.0,43521.2,201.0,17.124,55.19999999999709
1464,1776326475.3859944,sumo,43666.0,43721.0,200.0,16.904,55.0
1465,1776326477.3956587,sumo,43866.0,43921.2,201.0,16.723,55.19999999999709
1466,1776326479.4125402,sumo,44066.0,44121.0,200.0,17.026,55.0
1467,1776326481.420338,sumo,44266.0,44321.4,202.0,16.576,55.400000000001455
1468,1776326483.4228032,sumo,44466.0,44521.0,200.0,16.646,55.0
1469,1776326485.4294322,sumo,44666.0,44721.2,201.0,16.684,55.19999999999709
1470,1776326487.4311173,sumo,44866.0,44921.0,200.0,15.974,55.0
1471,1776326489.4417684,sumo,45066.0,45121.2,201.0,15.953,55.19999999999709
1472,1776326491.4442985,sumo,45266.0,45321.0,200.0,16.319,55.0
1473,1776326493.4398334,sumo,45466.0,45521.2,201.0,16.001,55.19999999999709
1474,1776326495.4415953,sumo,45666.0,45721.0,200.0,16.492,55.0
1475,1776326497.4608727,sumo,45866.0,45921.2,201.0,15.982,55.19999999999709
1476,1776326499.459494,sumo,46066.0,46121.2,201.0,16.784,55.19999999999709
1477,1776326501.457868,sumo,46266.0,46321.0,200.0,16.706,55.0
1478,1776326503.470466,sumo,46466.0,46521.2,201.0,16.885,55.19999999999709
1479,1776326505.4940083,sumo,46666.0,46721.2,201.0,17.317,55.19999999999709
1480,1776326507.5079331,sumo,46866.0,46921.0,200.0,17.01,55.0
1481,1776326509.5304842,sumo,47066.0,47121.0,200.0,17.069,55.0
1482,1776326511.5315087,sumo,47266.0,47321.4,202.0,15.856,55.400000000001455
1483,1776326513.5393238,sumo,47466.0,47521.0,200.0,16.407,55.0
1484,1776326515.5449357,sumo,47666.0,47721.0,200.0,16.843,55.0
1485,1776326517.5603292,sumo,47866.0,47921.2,201.0,16.763,55.19999999999709
1486,1776326519.581215,sumo,48066.0,48121.2,201.0,17.474,55.19999999999709
1487,1776326521.5854943,sumo,48266.0,48321.0,200.0,16.774,55.0
1488,1776326523.5982022,sumo,48466.0,48521.0,200.0,17.565,55.0
1489,1776326525.6168435,sumo,48666.0,48721.4,202.0,16.717,55.400000000001455
1490,1776326527.6156356,sumo,48866.0,48921.0,200.0,17.078,55.0
1491,1776326529.6315148,sumo,49066.0,49121.0,200.0,16.709,55.0
1492,1776326531.6419308,sumo,49266.0,49321.4,202.0,16.679,55.400000000001455
1493,1776326533.6221788,sumo,49467.0,49522.2,201.0,16.815,55.19999999999709
1494,1776326535.6315818,sumo,49666.0,49721.0,200.0,17.274,55.0
1495,1776326537.641597,sumo,49866.0,49921.4,202.0,17.062,55.400000000001455
1496,1776326539.6399543,sumo,50066.0,50121.0,200.0,17.162,55.0
1497,1776326541.6252918,sumo,50266.0,50321.2,201.0,16.802,55.19999999999709
1498,1776326543.6520908,sumo,50466.0,50521.2,201.0,16.48,55.19999999999709
1499,1776326545.6693735,sumo,50666.0,50721.0,200.0,16.374,55.0
1500,1776326547.6938798,sumo,50866.0,50921.2,201.0,16.834,55.19999999999709
1501,1776326549.7001557,sumo,51066.0,51121.2,201.0,16.421,55.19999999999709
1502,1776326551.701835,sumo,51266.0,51321.0,200.0,16.636,55.0
1503,1776326553.7079396,sumo,51466.0,51521.4,202.0,16.788,55.400000000001455
1504,1776326555.7078602,sumo,51666.0,51721.0,200.0,17.041,55.0
1505,1776326557.7101681,sumo,51866.0,51921.0,200.0,17.137,55.0
1506,1776326559.732584,sumo,52066.0,52121.4,202.0,16.848,55.400000000001455
1507,1776326561.7657893,sumo,52266.0,52321.0,200.0,17.048,55.0
1508,1776326563.7439609,sumo,52466.0,52521.0,200.0,17.3,55.0
1509,1776326565.7488155,sumo,52666.0,52721.4,202.0,16.735,55.400000000001455
1510,1776326567.7530885,sumo,52866.0,52921.0,200.0,16.982,55.0
1511,1776326569.77415,sumo,53066.0,53121.4,202.0,16.88,55.400000000001455
1512,1776326571.7559404,sumo,53266.0,53321.0,200.0,16.787,55.0
1513,1776326573.779663,sumo,53466.0,53521.0,200.0,17.031,55.0
1514,1776326575.7712414,sumo,53666.0,53721.4,202.0,16.994,55.400000000001455
1515,1776326577.7841885,sumo,53866.0,53921.0,200.0,16.411,55.0
1516,1776326579.805263,sumo,54066.0,54121.2,201.0,17.232,55.19999999999709
1517,1776326581.8214452,sumo,54266.0,54321.2,201.0,17.09,55.19999999999709
1518,1776326583.8126674,sumo,54466.0,54521.0,200.0,17.214,55.0
1519,1776326585.815087,sumo,54666.0,54721.4,202.0,16.806,55.400000000001455
1520,1776326587.8280492,sumo,54866.0,54921.0,200.0,17.174,55.0
1521,1776326589.8315625,sumo,55066.0,55121.0,200.0,16.667,55.0
1522,1776326591.8381152,sumo,55266.0,55321.4,202.0,17.034,55.400000000001455
1523,1776326593.857981,sumo,55466.0,55521.0,200.0,16.6,55.0
1524,1776326595.8751738,sumo,55666.0,55721.0,200.0,17.059,55.0
1525,1776326597.860728,sumo,55866.0,55921.4,202.0,16.668,55.400000000001455
1526,1776326599.8747754,sumo,56066.0,56121.0,200.0,17.11,55.0
1527,1776326601.891938,sumo,56266.0,56321.0,200.0,16.827,55.0
1528,1776326603.8961527,sumo,56466.0,56521.2,201.0,16.769,55.19999999999709
1529,1776326605.8985162,sumo,56365.0,56420.0,200.0,16.529,55.0
1530,1776326607.9182131,sumo,55963.0,56017.6,198.0,16.738,54.599999999998545
1531,1776326609.9265943,sumo,55260.0,55313.8,194.0,16.786,53.80000000000291
1532,1776326611.9386547,sumo,52750.0,52802.2,186.0,16.211,52.19999999999709
1533,1776326613.9294932,sumo,50241.0,50291.2,176.0,16.929,50.19999999999709
1534,1776326615.9384956,sumo,47429.0,47478.0,170.0,16.892,49.0
1535,1776326617.9569268,sumo,44616.0,44663.2,161.0,17.024,47.19999999999709
1536,1776326619.9797726,sumo,41801.0,41847.6,158.0,16.374,46.599999999998545
1537,1776326621.9681559,sumo,38987.0,39032.0,150.0,15.99,45.0
1538,1776326623.9830377,sumo,36470.0,36514.2,146.0,16.506,44.19999999999709
1539,1776326625.9917133,sumo,33956.0,34000.4,147.0,16.105,44.400000000001455
1540,1776326628.0094404,sumo,31443.0,31487.0,145.0,16.57,44.0
1541,1776326630.0095205,sumo,28632.0,28674.6,138.0,16.493,42.599999999998545
1542,1776326632.043847,sumo,25821.0,25862.8,134.0,16.702,41.79999999999927
1543,1776326634.0474865,sumo,23308.0,23349.6,133.0,16.955,41.599999999998545
1544,1776326636.0436077,sumo,21385.0,21426.2,131.0,17.031,41.20000000000073
1545,1776326638.0508246,sumo,18873.0,18913.8,129.0,16.881,40.79999999999927
1546,1776326640.0659142,sumo,16654.0,16694.4,127.0,16.692,40.400000000001455
1547,1776326642.0939608,sumo,14141.0,14181.0,125.0,15.549,40.0
1548,1776326644.0884655,sumo,11334.0,11373.2,121.0,16.184,39.20000000000073
1549,1776326646.1039505,sumo,8822.0,8861.4,122.0,16.032,39.399999999999636
1550,1776326648.1004474,sumo,7484.0,7523.2,121.0,16.383,39.19999999999982
1551,1776326650.0984552,sumo,5848.0,5887.2,121.0,16.306,39.19999999999982
1552,1776326652.1068068,sumo,3926.0,3965.8,124.0,16.885,39.80000000000018
1553,1776326654.1195135,sumo,1709.0,1748.2,121.0,16.358,39.200000000000045
1554,1776326656.1363566,sumo,1540.0,1580.4,127.0,16.42,40.40000000000009
1555,1776326658.1384442,sumo,1377.0,1418.4,132.0,16.632,41.40000000000009
1556,1776326660.1750872,sumo,1519.0,1562.4,142.0,16.487,43.40000000000009
1557,1776326662.1522536,sumo,1664.0,1709.0,150.0,16.649,45.0
1558,1776326664.1677163,sumo,1813.0,1858.6,153.0,17.024,45.59999999999991
1559,1776326666.1830604,sumo,1972.0,2019.6,163.0,16.838,47.59999999999991
1560,1776326668.1857798,sumo,2137.0,2186.8,174.0,16.671,49.80000000000018
1561,1776326670.1969743,sumo,2309.0,2358.8,174.0,16.68,49.80000000000018
1562,1776326672.2136607,sumo,2491.0,2543.0,185.0,16.941,52.0
1563,1776326674.2316673,sumo,2674.0,2726.4,187.0,16.349,52.40000000000009
1564,1776326676.2254384,sumo,2863.0,2916.2,191.0,16.946,53.19999999999982
1565,1776326678.2302084,sumo,3058.0,3112.6,198.0,16.25,54.59999999999991
1566,1776326680.2606363,sumo,3256.0,3310.6,198.0,16.766,54.59999999999991
1567,1776326682.2492669,sumo,3455.0,3509.8,199.0,16.996,54.80000000000018
1568,1776326684.272565,sumo,3655.0,3710.2,201.0,17.074,55.19999999999982
1569,1776326686.2797081,sumo,3855.0,3910.2,201.0,16.894,55.19999999999982
1570,1776326688.289742,sumo,4055.0,4110.0,200.0,17.013,55.0
1571,1776326690.2906337,sumo,4255.0,4310.2,201.0,16.438,55.19999999999982
1572,1776326692.2894666,sumo,4455.0,4510.2,201.0,17.098,55.19999999999982
1573,1776326694.2765744,sumo,4655.0,4710.0,200.0,17.06,55.0
1574,1776326696.2927997,sumo,4855.0,4910.4,202.0,16.31,55.399999999999636
1575,1776326698.3041835,sumo,5055.0,5110.0,200.0,16.595,55.0
1576,1776326700.320956,sumo,5255.0,5310.0,200.0,17.102,55.0
1577,1776326702.3376446,sumo,5455.0,5510.4,202.0,16.649,55.399999999999636
1578,1776326704.317542,sumo,5655.0,5710.0,200.0,17.169,55.0
1579,1776326706.3622444,sumo,5855.0,5910.2,201.0,16.856,55.19999999999982
1580,1776326708.3431177,sumo,6056.0,6111.4,202.0,16.895,55.399999999999636
1581,1776326710.3612566,sumo,6255.0,6310.0,200.0,16.91,55.0
1582,1776326712.3575425,sumo,6455.0,6510.4,202.0,17.293,55.399999999999636
1583,1776326714.3613966,sumo,6655.0,6710.0,200.0,16.523,55.0
1584,1776326716.3695488,sumo,6855.0,6910.0,200.0,16.305,55.0
1585,1776326718.3819988,sumo,7055.0,7110.2,201.0,15.404,55.19999999999982
1586,1776326720.3989208,sumo,7255.0,7310.2,201.0,17.283,55.19999999999982
1587,1776326722.42602,sumo,7455.0,7510.0,200.0,17.017,55.0
1588,1776326724.4143813,sumo,7655.0,7710.4,202.0,16.797,55.399999999999636
1589,1776326726.4294908,sumo,7855.0,7910.0,200.0,17.126,55.0
1590,1776326728.4271064,sumo,8055.0,8110.2,201.0,17.266,55.19999999999982
1591,1776326730.4193845,sumo,8255.0,8310.2,201.0,16.846,55.20000000000073
1592,1776326732.4525397,sumo,8455.0,8510.0,200.0,16.862,55.0
1593,1776326734.4535396,sumo,8655.0,8710.2,201.0,16.005,55.20000000000073
1594,1776326736.4554145,sumo,8855.0,8910.0,200.0,16.978,55.0
1595,1776326738.4403236,sumo,9055.0,9110.2,201.0,17.509,55.20000000000073
1596,1776326740.4473977,sumo,9255.0,9310.2,201.0,17.153,55.20000000000073
1597,1776326742.4618125,sumo,9455.0,9510.0,200.0,17.188,55.0
1598,1776326744.469344,sumo,9655.0,9710.0,200.0,17.562,55.0
1599,1776326746.5009086,sumo,9855.0,9910.2,201.0,17.13,55.20000000000073
1600,1776326748.4880865,sumo,10055.0,10110.2,201.0,17.164,55.20000000000073
1601,1776326750.4984899,sumo,10255.0,10310.0,200.0,16.978,55.0
1602,1776326752.4981487,sumo,10455.0,10510.2,201.0,16.528,55.20000000000073
1603,1776326754.5104008,sumo,10655.0,10710.2,201.0,16.946,55.20000000000073
1604,1776326756.520573,sumo,10855.0,10910.0,200.0,17.033,55.0
1605,1776326758.5089355,sumo,11055.0,11110.0,200.0,17.236,55.0
1606,1776326760.5314248,sumo,11255.0,11310.4,202.0,16.592,55.399999999999636
1607,1776326762.5382235,sumo,11455.0,11510.0,200.0,16.98,55.0
1608,1776326764.5445335,sumo,11655.0,11710.0,200.0,16.357,55.0
1609,1776326766.5616982,sumo,11855.0,11910.4,202.0,15.7,55.399999999999636
1610,1776326768.5509434,sumo,12055.0,12110.0,200.0,16.666,55.0
1611,1776326770.5634627,sumo,12255.0,12310.0,200.0,16.603,55.0
1612,1776326772.562098,sumo,12455.0,12510.2,201.0,17.282,55.20000000000073
1613,1776326774.5865335,sumo,12655.0,12710.2,201.0,16.455,55.20000000000073
1614,1776326776.608458,sumo,12855.0,12910.0,200.0,16.742,55.0
1615,1776326778.619437,sumo,13055.0,13110.4,202.0,16.582,55.399999999999636
1616,1776326780.5962589,sumo,13255.0,13310.0,200.0,16.663,55.0
1617,1776326782.6112874,sumo,13455.0,13510.0,200.0,16.594,55.0
1618,1776326784.596971,sumo,13655.0,13710.4,202.0,17.072,55.399999999999636
1619,1776326786.6178117,sumo,13856.0,13911.2,201.0,16.594,55.20000000000073
1620,1776326788.6389093,sumo,14055.0,14110.0,200.0,16.72,55.0
1621,1776326790.6404874,sumo,14255.0,14310.2,201.0,16.218,55.20000000000073
1622,1776326792.6415668,sumo,14455.0,14510.2,201.0,16.24,55.20000000000073
1623,1776326794.6463373,sumo,14655.0,14710.2,201.0,16.53,55.20000000000073
1624,1776326796.6762595,sumo,14855.0,14910.2,201.0,16.641,55.20000000000073
1625,1776326798.6784348,sumo,15055.0,15110.0,200.0,16.495,55.0
1626,1776326800.6695652,sumo,15255.0,15310.2,201.0,16.733,55.20000000000073
1627,1776326802.6821384,sumo,15455.0,15510.2,201.0,16.435,55.20000000000073
1628,1776326804.7079306,sumo,15655.0,15710.2,201.0,16.896,55.20000000000073
1629,1776326806.7009008,sumo,15855.0,15910.0,200.0,16.792,55.0
1630,1776326808.734037,sumo,16055.0,16110.2,201.0,16.889,55.20000000000073
1631,1776326810.7113764,sumo,16255.0,16310.2,201.0,16.912,55.20000000000073
1632,1776326812.7178164,sumo,16455.0,16510.2,201.0,16.954,55.20000000000073
1633,1776326814.7137468,sumo,16656.0,16711.4,202.0,17.077,55.400000000001455
1634,1776326816.7428467,sumo,16855.0,16910.0,200.0,17.156,55.0
1635,1776326818.7364726,sumo,17055.0,17110.2,201.0,16.503,55.20000000000073
1636,1776326820.73737,sumo,17255.0,17310.2,201.0,16.755,55.20000000000073
1637,1776326822.7703943,sumo,17455.0,17510.0,200.0,16.771,55.0
1638,1776326824.759924,sumo,17655.0,17710.2,201.0,16.919,55.20000000000073
1639,1776326826.7750685,sumo,17855.0,17910.2,201.0,16.631,55.20000000000073
1640,1776326828.7901063,sumo,18055.0,18110.0,200.0,17.078,55.0
1641,1776326830.812252,sumo,18255.0,18310.4,202.0,16.071,55.400000000001455
1642,1776326832.8077066,sumo,18455.0,18510.0,200.0,17.171,55.0
1643,1776326834.8181624,sumo,18655.0,18710.2,201.0,16.721,55.20000000000073
1644,1776326836.8351283,sumo,18855.0,18910.2,201.0,16.842,55.20000000000073
1645,1776326838.8445458,sumo,19055.0,19110.0,200.0,17.071,55.0
1646,1776326840.872849,sumo,19255.0,19310.2,201.0,16.88,55.20000000000073
1647,1776326842.881253,sumo,19455.0,19510.2,201.0,16.619,55.20000000000073
1648,1776326844.88521,sumo,19655.0,19710.0,200.0,16.843,55.0
1649,1776326846.8854103,sumo,19855.0,19910.2,201.0,16.673,55.20000000000073
1650,1776326848.884349,sumo,20055.0,20110.2,201.0,17.103,55.20000000000073
1651,1776326850.9100215,sumo,20255.0,20310.0,200.0,17.099,55.0
1652,1776326852.9197817,sumo,20455.0,20510.2,201.0,16.889,55.20000000000073
1653,1776326854.929171,sumo,20655.0,20710.0,200.0,16.847,55.0
1654,1776326856.945618,sumo,20855.0,20910.2,201.0,17.123,55.20000000000073
1655,1776326858.9962687,sumo,21055.0,21110.0,200.0,16.336,55.0
1656,1776326860.9711037,sumo,21255.0,21310.2,201.0,17.374,55.20000000000073
1657,1776326862.964191,sumo,21455.0,21510.2,201.0,16.756,55.20000000000073
1658,1776326864.976379,sumo,21655.0,21710.0,200.0,16.933,55.0
1659,1776326866.9832916,sumo,21855.0,21910.2,201.0,16.537,55.20000000000073
1660,1776326869.0167654,sumo,22055.0,22110.2,201.0,16.821,55.20000000000073
1661,1776326870.9975998,sumo,22255.0,22310.0,200.0,16.834,55.0
1662,1776326873.0048149,sumo,22455.0,22510.4,202.0,15.965,55.400000000001455
1663,1776326875.0185153,sumo,22655.0,22710.0,200.0,15.056,55.0
1664,1776326877.0199778,sumo,22855.0,22910.0,200.0,16.023,55.0
1665,1776326879.1176198,sumo,23055.0,23110.4,202.0,15.713,55.400000000001455
1666,1776326881.0495708,sumo,23255.0,23310.0,200.0,16.648,55.0
1667,1776326883.0751278,sumo,23455.0,23510.2,201.0,16.765,55.20000000000073
1668,1776326885.0693264,sumo,23655.0,23710.2,201.0,16.709,55.20000000000073
1669,1776326887.0741487,sumo,23855.0,23910.0,200.0,16.875,55.0
1670,1776326889.0713232,sumo,24055.0,24110.2,201.0,16.675,55.20000000000073
1671,1776326891.0909927,sumo,24255.0,24310.0,200.0,16.841,55.0
1672,1776326893.0922387,sumo,24455.0,24510.2,201.0,16.753,55.20000000000073
1673,1776326895.1088152,sumo,24655.0,24710.2,201.0,16.565,55.20000000000073
1674,1776326897.1141927,sumo,24855.0,24910.0,200.0,17.292,55.0
1675,1776326899.1328022,sumo,25055.0,25110.2,201.0,16.917,55.20000000000073
1676,1776326901.119824,sumo,25255.0,25310.2,201.0,16.871,55.20000000000073
1677,1776326903.1402247,sumo,25455.0,25510.0,200.0,16.845,55.0
1678,1776326905.1429615,sumo,25655.0,25710.2,201.0,16.91,55.20000000000073
1679,1776326907.142159,sumo,25855.0,25910.2,201.0,15.704,55.20000000000073
1680,1776326909.1461535,sumo,26055.0,26110.0,200.0,16.143,55.0
1681,1776326911.1602728,sumo,26255.0,26310.0,200.0,16.413,55.0
1682,1776326913.1739,sumo,26455.0,26510.2,201.0,16.455,55.20000000000073
1683,1776326915.1856172,sumo,26655.0,26710.0,200.0,16.598,55.0
1684,1776326917.1923876,sumo,26855.0,26910.2,201.0,16.548,55.20000000000073
1685,1776326919.199372,sumo,27055.0,27110.2,201.0,16.565,55.20000000000073
1686,1776326921.211908,sumo,27255.0,27310.0,200.0,16.916,55.0
1687,1776326923.2273269,sumo,27455.0,27510.4,202.0,16.076,55.400000000001455
1688,1776326925.2496438,sumo,27656.0,27711.2,201.0,16.601,55.20000000000073
1689,1776326927.2393079,sumo,27855.0,27910.2,201.0,15.983,55.20000000000073
1690,1776326929.2494943,sumo,28055.0,28110.2,201.0,16.277,55.20000000000073
1691,1776326931.2681322,sumo,28255.0,28310.0,200.0,16.615,55.0
