step,timestamp,mode,total_waiting_time,baseline_waiting_time,total_queue,total_throughput,rl_gain
742,1776325025.1786733,sumo,20899.0,20954.0,200.0,17.491,55.0
743,1776325027.1950178,sumo,21099.0,21154.2,201.0,17.304,55.20000000000073
744,1776325029.2053797,sumo,21299.0,21354.0,200.0,17.275,55.0
745,1776325031.206413,sumo,21499.0,21554.0,200.0,17.362,55.0
746,1776325033.2057219,sumo,21699.0,21754.2,201.0,17.418,55.20000000000073
747,1776325035.2221076,sumo,21899.0,21954.2,201.0,16.93,55.20000000000073
748,1776325037.2269273,sumo,22099.0,22154.0,200.0,17.133,55.0
749,1776325039.2374263,sumo,22299.0,22354.2,201.0,16.989,55.20000000000073
750,1776325041.2398705,sumo,22499.0,22554.0,200.0,16.888,55.0
751,1776325043.246994,sumo,22699.0,22754.2,201.0,16.894,55.20000000000073
752,1776325045.253724,sumo,22899.0,22954.2,201.0,17.141,55.20000000000073
753,1776325047.265042,sumo,23099.0,23154.2,201.0,15.588,55.20000000000073
754,1776325049.266813,sumo,23299.0,23354.2,201.0,15.898,55.20000000000073
755,1776325051.2675443,sumo,23499.0,23554.0,200.0,15.865,55.0
756,1776325053.2821035,sumo,23699.0,23754.2,201.0,16.272,55.20000000000073
757,1776325055.2918427,sumo,23899.0,23954.2,201.0,16.022,55.20000000000073
758,1776325057.2936459,sumo,24099.0,24154.0,200.0,16.463,55.0
759,1776325059.295684,sumo,24299.0,24354.2,201.0,16.493,55.20000000000073
760,1776325061.2961907,sumo,24499.0,24554.2,201.0,16.919,55.20000000000073
761,1776325063.305069,sumo,24699.0,24754.0,200.0,17.144,55.0
762,1776325065.314331,sumo,24899.0,24954.4,202.0,16.908,55.400000000001455
763,1776325067.314051,sumo,25100.0,25155.2,201.0,16.958,55.20000000000073
764,1776325069.3148103,sumo,25299.0,25354.0,200.0,16.82,55.0
765,1776325071.3224142,sumo,25499.0,25554.4,202.0,16.304,55.400000000001455
766,1776325073.32462,sumo,25699.0,25754.0,200.0,16.757,55.0
767,1776325075.3307643,sumo,25899.0,25954.0,200.0,16.354,55.0
768,1776325077.33844,sumo,26099.0,26154.2,201.0,17.068,55.20000000000073
769,1776325079.3541365,sumo,26299.0,26354.2,201.0,16.987,55.20000000000073
770,1776325081.3540483,sumo,26499.0,26554.2,201.0,17.706,55.20000000000073
771,1776325083.3803797,sumo,26699.0,26754.0,200.0,17.241,55.0
772,1776325085.3902383,sumo,26899.0,26954.0,200.0,17.506,55.0
773,1776325087.3990014,sumo,27099.0,27154.4,202.0,16.716,55.400000000001455
774,1776325089.3967743,sumo,27299.0,27354.0,200.0,17.105,55.0
775,1776325091.401524,sumo,27499.0,27554.0,200.0,16.896,55.0
776,1776325093.4135985,sumo,27699.0,27754.4,202.0,16.31,55.400000000001455
777,1776325095.4167554,sumo,27899.0,27954.0,200.0,16.143,55.0
778,1776325097.4290762,sumo,28099.0,28154.2,201.0,16.839,55.20000000000073
779,1776325099.4286234,sumo,28299.0,28354.2,201.0,16.811,55.20000000000073
780,1776325101.4365659,sumo,28499.0,28554.0,200.0,16.65,55.0
781,1776325103.445258,sumo,28699.0,28754.4,202.0,16.583,55.400000000001455
782,1776325105.4635894,sumo,28899.0,28954.0,200.0,16.768,55.0
783,1776325107.4652002,sumo,29099.0,29154.0,200.0,16.927,55.0
784,1776325109.4807258,sumo,29299.0,29354.4,202.0,17.04,55.400000000001455
785,1776325111.4943213,sumo,29499.0,29554.0,200.0,16.773,55.0
786,1776325113.4965026,sumo,29699.0,29754.2,201.0,17.021,55.20000000000073
787,1776325115.503651,sumo,29899.0,29954.2,201.0,17.01,55.20000000000073
788,1776325117.5124304,sumo,30099.0,30154.0,200.0,17.023,55.0
789,1776325119.5065048,sumo,30299.0,30354.4,202.0,16.599,55.400000000001455
790,1776325121.5184758,sumo,30499.0,30554.0,200.0,16.89,55.0
791,1776325123.5393186,sumo,30699.0,30754.2,201.0,16.174,55.20000000000073
792,1776325125.553656,sumo,30899.0,30954.2,201.0,17.012,55.20000000000073
793,1776325127.5613298,sumo,31099.0,31154.0,200.0,16.884,55.0
794,1776325129.591617,sumo,31299.0,31354.2,201.0,16.969,55.20000000000073
795,1776325131.5680294,sumo,31499.0,31554.2,201.0,16.642,55.20000000000073
796,1776325133.5741806,sumo,31699.0,31754.2,201.0,17.281,55.20000000000073
797,1776325135.5988848,sumo,31900.0,31955.4,202.0,16.244,55.400000000001455
798,1776325137.59541,sumo,32099.0,32154.0,200.0,16.735,55.0
799,1776325139.5995288,sumo,32299.0,32354.2,201.0,16.615,55.20000000000073
1,1776325140.7906713,sumo,0.0,17.4,12.0,18.0,17.4
800,1776325141.6103675,sumo,32499.0,32554.0,200.0,17.204,55.0
801,1776325143.6180694,sumo,32699.0,32754.2,201.0,17.002,55.20000000000073
802,1776325145.6270237,sumo,32899.0,32954.2,201.0,16.885,55.19999999999709
803,1776325147.638587,sumo,33099.0,33154.0,200.0,17.136,55.0
804,1776325149.6538348,sumo,33299.0,33354.2,201.0,17.344,55.19999999999709
805,1776325151.675018,sumo,33499.0,33554.0,200.0,17.298,55.0
806,1776325153.6669614,sumo,33699.0,33754.2,201.0,16.975,55.19999999999709
807,1776325155.680312,sumo,33899.0,33954.2,201.0,16.887,55.19999999999709
808,1776325157.6889832,sumo,34099.0,34154.0,200.0,15.755,55.0
809,1776325159.69673,sumo,34299.0,34354.2,201.0,15.62,55.19999999999709
810,1776325161.71182,sumo,34499.0,34554.2,201.0,16.489,55.19999999999709
811,1776325163.7146516,sumo,34699.0,34754.0,200.0,16.382,55.0
812,1776325165.7192643,sumo,34899.0,34954.0,200.0,16.673,55.0
813,1776325167.7313597,sumo,35099.0,35154.4,202.0,15.933,55.400000000001455
814,1776325169.7433608,sumo,35299.0,35354.0,200.0,16.752,55.0
815,1776325171.7428732,sumo,35499.0,35554.2,201.0,16.025,55.19999999999709
816,1776325173.760715,sumo,35699.0,35754.0,200.0,16.387,55.0
817,1776325175.7649453,sumo,35899.0,35954.2,201.0,16.48,55.19999999999709
818,1776325177.7742753,sumo,36099.0,36154.2,201.0,16.302,55.19999999999709
1,1776325179.014316,sumo,0.0,17.4,12.0,18.0,17.4
819,1776325179.776743,sumo,36299.0,36354.0,200.0,16.142,55.0
820,1776325181.7945046,sumo,36499.0,36554.2,201.0,16.411,55.19999999999709
821,1776325183.7976215,sumo,36699.0,36754.2,201.0,15.961,55.19999999999709
822,1776325185.8212962,sumo,36899.0,36954.2,201.0,16.107,55.19999999999709
823,1776325187.8243916,sumo,37099.0,37154.2,201.0,16.377,55.19999999999709
824,1776325189.8358378,sumo,37299.0,37354.0,200.0,16.132,55.0
825,1776325191.8453965,sumo,37499.0,37554.2,201.0,16.441,55.19999999999709
826,1776325193.8558316,sumo,37699.0,37754.0,200.0,16.311,55.0
827,1776325195.8725016,sumo,37899.0,37954.2,201.0,16.111,55.19999999999709
828,1776325197.8904388,sumo,38099.0,38154.2,201.0,17.359,55.19999999999709
829,1776325199.9038944,sumo,38299.0,38354.2,201.0,17.07,55.19999999999709
830,1776325201.8998842,sumo,38499.0,38554.0,200.0,17.106,55.0
831,1776325203.919411,sumo,38699.0,38754.2,201.0,17.16,55.19999999999709
832,1776325205.9152055,sumo,38899.0,38954.2,201.0,16.885,55.19999999999709
833,1776325207.9322107,sumo,39099.0,39154.2,201.0,16.775,55.19999999999709
834,1776325209.9434128,sumo,39299.0,39354.0,200.0,17.033,55.0
835,1776325211.9566634,sumo,39499.0,39554.2,201.0,16.558,55.19999999999709
836,1776325213.9676707,sumo,39699.0,39754.2,201.0,16.688,55.19999999999709
837,1776325215.985646,sumo,39899.0,39954.0,200.0,16.936,55.0
838,1776325217.984514,sumo,40099.0,40154.0,200.0,17.273,55.0
839,1776325220.0117042,sumo,40299.0,40354.4,202.0,16.631,55.400000000001455
840,1776325222.0068583,sumo,40499.0,40554.0,200.0,17.009,55.0
841,1776325224.0087013,sumo,40699.0,40754.2,201.0,16.565,55.19999999999709
842,1776325226.011985,sumo,40899.0,40954.0,200.0,16.857,55.0
843,1776325228.0408742,sumo,41099.0,41154.2,201.0,16.992,55.19999999999709
844,1776325230.0419796,sumo,41299.0,41354.2,201.0,16.821,55.19999999999709
845,1776325232.0205173,sumo,41499.0,41554.0,200.0,16.343,55.0
846,1776325234.021339,sumo,41699.0,41754.2,201.0,17.035,55.19999999999709
847,1776325236.033298,sumo,41899.0,41954.2,201.0,16.791,55.19999999999709
848,1776325238.0548851,sumo,42099.0,42154.0,200.0,16.884,55.0
849,1776325240.0631692,sumo,42299.0,42354.2,201.0,16.68,55.19999999999709
850,1776325242.054758,sumo,42499.0,42554.2,201.0,16.774,55.19999999999709
851,1776325244.0684476,sumo,42699.0,42754.2,201.0,16.333,55.19999999999709
852,1776325246.0862613,sumo,42899.0,42954.2,201.0,16.911,55.19999999999709
853,1776325248.097777,sumo,43099.0,43154.0,200.0,17.251,55.0
854,1776325250.0949547,sumo,43299.0,43354.2,201.0,17.324,55.19999999999709
855,1776325252.101152,sumo,43499.0,43554.0,200.0,17.457,55.0
856,1776325254.1113682,sumo,43699.0,43754.2,201.0,17.259,55.19999999999709
857,1776325256.125485,sumo,43899.0,43954.0,200.0,16.952,55.0
858,1776325258.1419048,sumo,44099.0,44154.4,202.0,17.314,55.400000000001455
859,1776325260.1451328,sumo,44299.0,44354.0,200.0,17.213,55.0
860,1776325262.157946,sumo,44499.0,44554.0,200.0,17.337,55.0
861,1776325264.1538339,sumo,44699.0,44754.0,200.0,17.294,55.0
862,1776325266.1656034,sumo,44899.0,44954.4,202.0,17.195,55.400000000001455
863,1776325268.1598818,sumo,45099.0,45154.0,200.0,17.181,55.0
864,1776325270.191153,sumo,45299.0,45354.0,200.0,17.648,55.0
865,1776325272.1845725,sumo,45499.0,45554.4,202.0,17.2,55.400000000001455
866,1776325274.213131,sumo,45699.0,45754.0,200.0,17.21,55.0
867,1776325276.2031143,sumo,45899.0,45954.2,201.0,16.812,55.19999999999709
868,1776325278.202122,sumo,46099.0,46154.2,201.0,16.882,55.19999999999709
869,1776325280.212336,sumo,46299.0,46354.0,200.0,16.433,55.0
870,1776325282.2161303,sumo,46499.0,46554.0,200.0,16.862,55.0
871,1776325284.2193518,sumo,46699.0,46754.4,202.0,16.865,55.400000000001455
872,1776325286.2246084,sumo,46899.0,46954.0,200.0,17.099,55.0
873,1776325288.2334623,sumo,47099.0,47154.2,201.0,17.152,55.19999999999709
874,1776325290.2487123,sumo,47299.0,47354.2,201.0,16.98,55.19999999999709
875,1776325292.246596,sumo,47499.0,47554.0,200.0,16.76,55.0
876,1776325294.2470586,sumo,47699.0,47754.2,201.0,17.1,55.19999999999709
877,1776325296.2637908,sumo,47899.0,47954.2,201.0,17.336,55.19999999999709
878,1776325298.2993917,sumo,48099.0,48154.2,201.0,16.874,55.19999999999709
879,1776325300.256625,sumo,48299.0,48354.0,200.0,16.521,55.0
880,1776325302.2758324,sumo,48499.0,48554.0,200.0,17.138,55.0
881,1776325304.2642322,sumo,48699.0,48754.4,202.0,17.062,55.400000000001455
882,1776325306.2794547,sumo,48899.0,48954.0,200.0,17.244,55.0
883,1776325308.271281,sumo,49099.0,49154.0,200.0,16.976,55.0
884,1776325310.280533,sumo,49299.0,49354.2,201.0,16.856,55.19999999999709
885,1776325312.3004582,sumo,49499.0,49554.2,201.0,16.909,55.19999999999709
886,1776325314.3032682,sumo,49699.0,49754.0,200.0,17.206,55.0
887,1776325316.3335557,sumo,49899.0,49954.2,201.0,16.655,55.19999999999709
888,1776325318.3477564,sumo,50099.0,50154.2,201.0,16.035,55.19999999999709
889,1776325320.3441007,sumo,50299.0,50354.0,200.0,15.766,55.0
890,1776325322.3613067,sumo,50499.0,50554.2,201.0,15.982,55.19999999999709
891,1776325324.3774748,sumo,50699.0,50754.2,201.0,16.212,55.19999999999709
892,1776325326.3856316,sumo,50899.0,50954.0,200.0,16.551,55.0
893,1776325328.4044368,sumo,51099.0,51154.2,201.0,16.271,55.19999999999709
894,1776325330.4200175,sumo,51299.0,51354.2,201.0,17.104,55.19999999999709
895,1776325332.436035,sumo,51499.0,51554.2,201.0,16.131,55.19999999999709
1,1776325334.2076697,sumo,0.0,17.4,12.0,18.0,17.4
896,1776325334.447708,sumo,51699.0,51754.2,201.0,16.941,55.19999999999709
897,1776325336.4577086,sumo,51899.0,51954.0,200.0,16.508,55.0
898,1776325338.4851127,sumo,52099.0,52154.2,201.0,16.854,55.19999999999709
899,1776325340.4747562,sumo,52300.0,52355.4,202.0,17.251,55.400000000001455
900,1776325342.4613104,sumo,52499.0,52554.0,200.0,17.197,55.0
901,1776325344.48466,sumo,52699.0,52754.2,201.0,16.609,55.19999999999709
902,1776325346.4724343,sumo,52900.0,52955.4,202.0,16.718,55.400000000001455
903,1776325348.4873295,sumo,53099.0,53154.0,200.0,17.155,55.0
904,1776325350.4878645,sumo,53299.0,53354.0,200.0,17.194,55.0
905,1776325352.4887552,sumo,53499.0,53554.4,202.0,16.336,55.400000000001455
906,1776325354.5051172,sumo,53699.0,53754.0,200.0,16.7,55.0
907,1776325356.5284812,sumo,53899.0,53954.2,201.0,16.589,55.19999999999709
908,1776325358.5198796,sumo,54099.0,54154.0,200.0,17.27,55.0
909,1776325360.533569,sumo,54299.0,54354.2,201.0,16.127,55.19999999999709
910,1776325362.5399077,sumo,54499.0,54554.2,201.0,16.126,55.19999999999709
911,1776325364.5683322,sumo,54699.0,54754.0,200.0,15.968,55.0
912,1776325366.6082785,sumo,54899.0,54954.4,202.0,15.984,55.400000000001455
913,1776325368.5663252,sumo,55099.0,55154.0,200.0,15.792,55.0
914,1776325370.632957,sumo,55299.0,55354.2,201.0,15.687,55.19999999999709
915,1776325372.5974667,sumo,55500.0,55555.4,202.0,15.42,55.400000000001455
916,1776325374.5870798,sumo,55699.0,55754.0,200.0,15.676,55.0
917,1776325376.610706,sumo,55899.0,55954.0,200.0,16.485,55.0
918,1776325378.6395705,sumo,56099.0,56154.2,201.0,16.189,55.19999999999709
919,1776325380.6449394,sumo,56299.0,56354.2,201.0,16.464,55.19999999999709
920,1776325382.6554806,sumo,56198.0,56252.8,199.0,16.834,54.80000000000291
921,1776325384.6466634,sumo,56097.0,56151.6,198.0,16.888,54.599999999998545
922,1776325386.6317928,sumo,55995.0,56049.8,199.0,16.37,54.80000000000291
923,1776325388.646607,sumo,54689.0,54742.4,192.0,16.232,53.400000000001455
924,1776325390.648963,sumo,52482.0,52534.0,185.0,16.411,52.0
925,1776325392.643611,sumo,49971.0,50021.6,178.0,15.711,50.599999999998545
926,1776325394.682646,sumo,47161.0,47209.4,167.0,16.396,48.400000000001455
927,1776325396.6990273,sumo,44646.0,44693.2,161.0,15.679,47.19999999999709
928,1776325398.6962097,sumo,41834.0,41880.4,157.0,16.055,46.400000000001455
929,1776325400.6956055,sumo,39021.0,39066.2,151.0,16.265,45.19999999999709
930,1776325402.6993334,sumo,36209.0,36253.4,147.0,16.162,44.400000000001455
931,1776325404.7107768,sumo,33396.0,33439.4,142.0,15.818,43.400000000001455
932,1776325406.7304435,sumo,30880.0,30922.2,136.0,16.244,42.20000000000073
933,1776325408.7533422,sumo,28066.0,28108.0,135.0,16.024,42.0
934,1776325410.7320988,sumo,25554.0,25596.2,136.0,16.444,42.20000000000073
935,1776325412.7415512,sumo,23623.0,23664.2,131.0,16.005,41.20000000000073
936,1776325414.760383,sumo,21103.0,21143.2,126.0,16.228,40.20000000000073
937,1776325416.7715178,sumo,18587.0,18627.2,126.0,15.933,40.20000000000073
938,1776325418.7695081,sumo,16073.0,16113.2,126.0,17.159,40.20000000000073
939,1776325420.784384,sumo,14144.0,14183.8,124.0,16.209,39.79999999999927
940,1776325422.7885869,sumo,11331.0,11370.4,122.0,16.737,39.399999999999636
941,1776325424.8184564,sumo,9108.0,9147.2,121.0,16.097,39.20000000000073
942,1776325426.8143365,sumo,7182.0,7221.2,121.0,16.382,39.19999999999982
943,1776325428.823691,sumo,4961.0,5000.2,121.0,16.576,39.19999999999982
944,1776325430.844998,sumo,2743.0,2781.6,118.0,16.473,38.59999999999991
945,1776325432.8400655,sumo,1693.0,1732.2,121.0,16.213,39.200000000000045
946,1776325434.8601854,sumo,1525.0,1564.8,124.0,16.779,39.799999999999955
947,1776325436.8449802,sumo,1362.0,1403.0,130.0,16.609,41.0
948,1776325438.8462453,sumo,1502.0,1545.4,142.0,16.548,43.40000000000009
949,1776325440.864427,sumo,1642.0,1685.8,144.0,16.395,43.799999999999955
950,1776325442.8682077,sumo,1791.0,1836.6,153.0,16.236,45.59999999999991
951,1776325444.8817189,sumo,1947.0,1994.0,160.0,15.554,47.0
952,1776325446.8971264,sumo,2113.0,2162.4,172.0,15.935,49.40000000000009
953,1776325448.9041786,sumo,2284.0,2333.6,173.0,15.727,49.59999999999991
954,1776325450.9498146,sumo,2460.0,2510.8,179.0,15.992,50.80000000000018
955,1776325452.9337895,sumo,2642.0,2693.8,184.0,16.514,51.80000000000018
956,1776325454.9348412,sumo,2831.0,2884.0,190.0,16.168,53.0
957,1776325456.9535196,sumo,3023.0,3076.6,193.0,15.929,53.59999999999991
958,1776325458.9627204,sumo,3221.0,3275.6,198.0,16.288,54.59999999999991
1,1776325459.4086761,sumo,0.0,17.4,12.0,18.0,17.4
959,1776325460.9759116,sumo,3419.0,3474.0,200.0,15.71,55.0
2,1776325461.4127517,sumo,0.0,15.0,0.0,20.052,15.0
960,1776325462.9843237,sumo,3619.0,3674.0,200.0,16.389,55.0
3,1776325463.4186044,sumo,0.0,15.0,0.0,21.981,15.0
961,1776325464.994588,sumo,3819.0,3874.2,201.0,16.356,55.19999999999982
4,1776325465.4278724,sumo,0.0,15.4,2.0,23.572,15.4
962,1776325466.9994793,sumo,4019.0,4074.2,201.0,16.439,55.19999999999982
5,1776325467.4411707,sumo,0.0,15.0,0.0,25.378,15.0
963,1776325469.0244188,sumo,4219.0,4274.0,200.0,16.41,55.0
6,1776325469.4537213,sumo,0.0,15.0,0.0,26.994,15.0
964,1776325471.0169208,sumo,4419.0,4474.4,202.0,17.005,55.399999999999636
7,1776325471.4522936,sumo,0.0,15.0,0.0,28.147,15.0
965,1776325473.0374331,sumo,4619.0,4674.0,200.0,16.877,55.0
8,1776325473.467791,sumo,0.0,15.2,1.0,28.2,15.2
966,1776325475.0436978,sumo,4819.0,4874.2,201.0,16.711,55.19999999999982
9,1776325475.4767957,sumo,0.0,15.2,1.0,28.049,15.2
967,1776325477.0468605,sumo,5019.0,5074.2,201.0,16.609,55.19999999999982
10,1776325477.4838402,sumo,0.0,15.0,0.0,28.164,15.0
968,1776325479.0641618,sumo,5219.0,5274.0,200.0,16.734,55.0
11,1776325479.4872656,sumo,0.0,15.0,0.0,27.524,15.0
969,1776325481.0683565,sumo,5419.0,5474.0,200.0,15.896,55.0
12,1776325481.4848838,sumo,0.0,15.0,0.0,24.32,15.0
970,1776325483.0763578,sumo,5619.0,5674.4,202.0,16.98,55.399999999999636
13,1776325483.491569,sumo,0.0,15.2,1.0,20.783,15.2
971,1776325485.0990345,sumo,5819.0,5874.0,200.0,17.161,55.0
14,1776325485.5127509,sumo,2.0,17.6,3.0,18.899,15.600000000000001
972,1776325487.0963368,sumo,6019.0,6074.0,200.0,17.125,55.0
15,1776325487.5273178,sumo,11.0,27.8,9.0,18.411,16.8
973,1776325489.1143243,sumo,6219.0,6274.2,201.0,17.009,55.19999999999982
16,1776325489.5276232,sumo,21.0,38.0,10.0,18.307,17.0
974,1776325491.1214523,sumo,6419.0,6474.2,201.0,17.167,55.19999999999982
17,1776325491.5312123,sumo,31.0,48.2,11.0,18.398,17.200000000000003
975,1776325493.1363056,sumo,6619.0,6674.0,200.0,17.037,55.0
18,1776325493.5437381,sumo,41.0,58.2,11.0,18.425,17.200000000000003
976,1776325495.1522546,sumo,6819.0,6874.2,201.0,16.991,55.19999999999982
19,1776325495.5552976,sumo,51.0,68.2,11.0,17.691,17.200000000000003
977,1776325497.1656394,sumo,7019.0,7074.2,201.0,16.452,55.19999999999982
20,1776325497.5615115,sumo,61.0,78.0,10.0,18.037,17.0
978,1776325499.1725907,sumo,7219.0,7274.0,200.0,16.757,55.0
21,1776325499.5745647,sumo,71.0,89.2,16.0,18.244,18.200000000000003
979,1776325501.1768894,sumo,7419.0,7474.2,201.0,16.649,55.19999999999982
22,1776325501.582711,sumo,81.0,98.2,11.0,17.775,17.200000000000003
980,1776325503.1754003,sumo,7619.0,7674.2,201.0,17.028,55.19999999999982
23,1776325503.588227,sumo,91.0,109.0,15.0,18.271,18.0
981,1776325505.198858,sumo,7819.0,7874.0,200.0,16.819,55.0
24,1776325505.5960226,sumo,101.0,118.2,11.0,19.382,17.200000000000003
982,1776325507.2019658,sumo,8019.0,8074.0,200.0,17.375,55.0
25,1776325507.5958369,sumo,111.0,128.2,11.0,20.303,17.19999999999999
983,1776325509.2214339,sumo,8219.0,8274.4,202.0,16.755,55.399999999999636
26,1776325509.61985,sumo,121.0,138.0,10.0,21.496,17.0
984,1776325511.2210433,sumo,8419.0,8474.0,200.0,16.934,55.0
27,1776325511.6263227,sumo,131.0,148.4,12.0,21.877,17.400000000000006
985,1776325513.2247021,sumo,8619.0,8674.2,201.0,16.151,55.20000000000073
28,1776325513.6332228,sumo,141.0,158.0,10.0,22.776,17.0
986,1776325515.2489848,sumo,8819.0,8874.0,200.0,16.833,55.0
29,1776325515.643963,sumo,151.0,168.2,11.0,22.89,17.19999999999999
987,1776325517.2478058,sumo,9019.0,9074.2,201.0,16.564,55.20000000000073
30,1776325517.6567645,sumo,161.0,178.2,11.0,22.906,17.19999999999999
988,1776325519.243801,sumo,9219.0,9274.2,201.0,16.141,55.20000000000073
31,1776325519.6575165,sumo,171.0,188.0,10.0,22.03,17.0
989,1776325521.2599282,sumo,9419.0,9474.0,200.0,16.699,55.0
32,1776325521.66397,sumo,181.0,198.2,11.0,20.921,17.19999999999999
990,1776325523.2719789,sumo,9619.0,9674.2,201.0,16.796,55.20000000000073
33,1776325523.6675406,sumo,192.0,209.4,12.0,19.319,17.400000000000006
991,1776325525.2784524,sumo,9819.0,9874.2,201.0,16.473,55.20000000000073
34,1776325525.67849,sumo,203.0,220.2,11.0,18.422,17.19999999999999
992,1776325527.284433,sumo,10019.0,10074.2,201.0,16.971,55.20000000000073
35,1776325527.6793773,sumo,219.0,237.6,18.0,17.684,18.599999999999994
993,1776325529.2907786,sumo,10219.0,10274.0,200.0,16.664,55.0
36,1776325529.7005684,sumo,237.0,255.6,18.0,17.721,18.599999999999994
994,1776325531.3044894,sumo,10419.0,10474.2,201.0,17.045,55.20000000000073
37,1776325531.7078443,sumo,257.0,276.0,20.0,17.774,19.0
995,1776325533.3082373,sumo,10619.0,10674.2,201.0,16.085,55.20000000000073
38,1776325533.7160747,sumo,277.0,296.4,22.0,17.432,19.399999999999977
996,1776325535.3232222,sumo,10819.0,10874.2,201.0,16.855,55.20000000000073
39,1776325535.7149072,sumo,297.0,316.0,20.0,17.815,19.0
997,1776325537.3348565,sumo,11019.0,11074.0,200.0,16.905,55.0
40,1776325537.7452035,sumo,317.0,336.2,21.0,17.145,19.19999999999999
998,1776325539.3384519,sumo,11219.0,11274.2,201.0,16.751,55.20000000000073
41,1776325539.7333772,sumo,338.0,358.4,27.0,17.305,20.399999999999977
999,1776325541.345684,sumo,11419.0,11474.0,200.0,17.22,55.0
42,1776325541.7471087,sumo,357.0,376.0,20.0,17.769,19.0
1000,1776325543.3561766,sumo,11619.0,11674.2,201.0,17.025,55.20000000000073
43,1776325543.7586117,sumo,377.0,396.2,21.0,17.92,19.19999999999999
1001,1776325545.362162,sumo,11819.0,11874.2,201.0,16.392,55.20000000000073
44,1776325545.7719858,sumo,397.0,417.2,26.0,18.012,20.19999999999999
1002,1776325547.3682168,sumo,12019.0,12074.2,201.0,16.714,55.20000000000073
45,1776325547.7754347,sumo,417.0,436.0,20.0,18.73,19.0
1003,1776325549.3713746,sumo,12219.0,12274.2,201.0,17.01,55.20000000000073
46,1776325549.7773812,sumo,437.0,456.2,21.0,19.396,19.19999999999999
1004,1776325551.3811436,sumo,12419.0,12474.0,200.0,16.872,55.0
47,1776325551.7849133,sumo,457.0,476.2,21.0,19.971,19.19999999999999
1005,1776325553.3977904,sumo,12619.0,12674.2,201.0,16.869,55.20000000000073
1006,1776325555.3933644,sumo,12819.0,12874.2,201.0,16.761,55.20000000000073
1007,1776325557.3964365,sumo,13019.0,13074.0,200.0,16.937,55.0
1008,1776325559.4233546,sumo,13219.0,13274.2,201.0,16.577,55.20000000000073
1009,1776325561.4401312,sumo,13419.0,13474.2,201.0,16.07,55.20000000000073
1010,1776325563.448497,sumo,13619.0,13674.0,200.0,17.316,55.0
1011,1776325565.4312882,sumo,13819.0,13874.2,201.0,16.6,55.20000000000073
1012,1776325567.4357593,sumo,14019.0,14074.2,201.0,16.81,55.20000000000073
1013,1776325569.4516819,sumo,14219.0,14274.0,200.0,16.357,55.0
1014,1776325571.4464064,sumo,14419.0,14474.2,201.0,16.69,55.20000000000073
1015,1776325573.4790246,sumo,14619.0,14674.2,201.0,16.965,55.20000000000073
1016,1776325575.4751537,sumo,14819.0,14874.0,200.0,16.994,55.0
1017,1776325577.4851894,sumo,15019.0,15074.0,200.0,16.384,55.0
1018,1776325579.4933422,sumo,15219.0,15274.4,202.0,16.649,55.399999999999636
1019,1776325581.5082817,sumo,15419.0,15474.0,200.0,17.144,55.0
1020,1776325583.526688,sumo,15619.0,15674.4,202.0,16.902,55.399999999999636
1021,1776325585.5326185,sumo,15820.0,15875.2,201.0,17.061,55.20000000000073
1022,1776325587.5476718,sumo,16019.0,16074.0,200.0,16.11,55.0
1023,1776325589.5759602,sumo,16219.0,16274.4,202.0,16.002,55.399999999999636
1024,1776325591.6048863,sumo,16419.0,16474.0,200.0,16.253,55.0
1025,1776325593.6169834,sumo,16619.0,16674.0,200.0,16.896,55.0
1026,1776325595.6128137,sumo,16819.0,16874.2,201.0,16.725,55.20000000000073
1027,1776325597.658303,sumo,17019.0,17074.2,201.0,16.447,55.20000000000073
1028,1776325599.614471,sumo,17219.0,17274.0,200.0,17.33,55.0
1029,1776325601.6388092,sumo,17419.0,17474.2,201.0,16.985,55.20000000000073
1030,1776325603.6460848,sumo,17619.0,17674.2,201.0,16.783,55.20000000000073
1031,1776325605.653593,sumo,17819.0,17874.0,200.0,16.813,55.0
1032,1776325607.6719933,sumo,18019.0,18074.2,201.0,16.632,55.20000000000073
1033,1776325609.7018902,sumo,18219.0,18274.2,201.0,16.583,55.20000000000073
1034,1776325611.6689713,sumo,18419.0,18474.0,200.0,17.099,55.0
1035,1776325613.6781125,sumo,18619.0,18674.0,200.0,16.903,55.0
1036,1776325615.6923044,sumo,18819.0,18874.4,202.0,17.165,55.400000000001455
1037,1776325617.7259703,sumo,19019.0,19074.0,200.0,16.874,55.0
1038,1776325619.7358103,sumo,19219.0,19274.0,200.0,17.167,55.0
1039,1776325621.720321,sumo,19419.0,19474.2,201.0,16.069,55.20000000000073
1040,1776325623.728438,sumo,19619.0,19674.2,201.0,16.792,55.20000000000073
1041,1776325625.7270262,sumo,19819.0,19874.2,201.0,16.72,55.20000000000073
1042,1776325627.7479932,sumo,20019.0,20074.2,201.0,16.694,55.20000000000073
1043,1776325629.764042,sumo,20219.0,20274.0,200.0,16.016,55.0
1044,1776325631.7473705,sumo,20419.0,20474.0,200.0,16.489,55.0
1045,1776325633.7595043,sumo,20619.0,20674.4,202.0,16.528,55.400000000001455
1046,1776325635.7613442,sumo,20819.0,20874.0,200.0,16.737,55.0
1047,1776325637.7693422,sumo,21019.0,21074.0,200.0,16.286,55.0
1048,1776325639.7801056,sumo,21219.0,21274.2,201.0,16.413,55.20000000000073
